# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
244		9322		744055		3508
245		9370		747068		3493
246		9419		750085		3540
247		9442		753086		3510
248		9323		756124		3456
249		9342		759097		3520
250		9286		762083		3525
251		9301		765052		3561
252		9335		768046		3500
253		9417		771043		3574
254		9372		774106		3488
255		9335		777092		3522
256		9243		780117		3512
257		9254		783068		3563
258		9331		786164		3534
259		9302		789179		3548
260		9267		792237		3523
261		9251		795224		3543
262		9215		798206		3540
263		9361		801181		3529
264		9209		804194		3541
265		9381		807150		3528
266		9259		810189		3531
267		9310		813116		3525
268		9354		816219		3539
269		9301		819239		3558
270		9402		822211		3593
271		9349		825242		3547
272		9399		828300		3576
273		9282		831354		3543
274		9373		834458		3562
275		9392		837536		3504
276		9307		840554		3536
277		9417		843610		3506
278		9324		846640		3544
279		9321		849631		3535
280		9267		852590		3557
281		9353		855598		3515
282		9375		858649		3560
283		9350		861612		3518
284		9372		864587		3476
285		9347		867584		3509
286		9288		870614		3576
287		9284		873607		3542
288		9265		876583		3517
289		9287		879584		3502
290		9306		882616		3519
291		9304		885606		3512
292		9366		888598		3520
293		9214		891583		3595
294		9264		894582		3601
295		9374		897596		3537
296		9227		900592		3548
297		9325		903705		3566
298		9329		906722		3544
299		9312		909767		3494
300		9260		912774		3581
301		9273		915784		3558
302		9264		918758		3487
303		9336		921758		3560
304		9350		924804		3545
305		9437		927881		3513
306		9286		930886		3543
307		9322		933897		3506
308		9354		936903		3523
309		9263		939943		3510
310		9359		942966		3492
311		9271		945910		3524
312		9271		948861		3509
313		9334		951912		3486
314		9352		954839		3540
315		9291		957813		3544
316		9214		960819		3532
317		9297		963853		3492
318		9353		966819		3515
319		9300		969922		3539
320		9285		972925		3498
321		9314		975904		3525
322		9312		978925		3527
323		9259		981919		3504
324		9309		984962		3497
325		9324		988040		3556
326		9262		991014		3469
327		9300		994015		3535
328		9327		996995		3581
329		9327		1000023		3543
330		9256		1002976		3497
331		9427		1006022		3549
332		9334		1009041		3479
333		9281		1012018		3528
334		9295		1015021		3565
335		9340		1018007		3504
336		9270		1021056		3549
337		9384		1024015		3557
338		9342		1026977		3546
339		9358		1029997		3550
340		9333		1033010		3537
341		9459		1036086		3586
342		9361		1039148		3519
343		9265		1042219		3574
344		9256		1045218		3516
345		9398		1048265		3562
346		9380		1051363		3551
347		9359		1054404		3518
348		9314		1057364		3523
349		9319		1060389		3524
350		9311		1063393		3536
351		9334		1066386		3499
352		9314		1069442		3513
353		9365		1072456		3514
354		9346		1075507		3548
355		9317		1078454		3533
356		9390		1081500		3560
357		9429		1084533		3576
358		9408		1087599		3572
359		9386		1090585		3578
360		9461		1093642		3524
361		9387		1096652		3515
362		9407		1099684		3541
363		9312		1102660		3578
364		9360		1105705		3573
365		9276		1108667		3508
366		9393		1111693		3518
367		9342		1114716		3614
368		9349		1117679		3601
369		9304		1120790		3553
370		9335		1123823		3538
371		9422		1126850		3580
372		9477		1129912		3583
373		9377		1132921		3563
374		9357		1135928		3544
375		9322		1139027		3516
376		9387		1142019		3546
377		9324		1145043		3562
378		9331		1147995		3525
379		9409		1151068		3565
380		9334		1154187		3561
381		9407		1157215		3568
382		9341		1160255		3528
383		9420		1163293		3549
384		9382		1166330		3548
385		9355		1169400		3572
386		9400		1172422		3579
387		9395		1175475		3565
388		9369		1178460		3581
389		9429		1181558		3562
390		9337		1184601		3537
391		9365		1187619		3514
392		9393		1190648		3569
393		9373		1193642		3568
394		9394		1196687		3531
395		9423		1199691		3540
396		9378		1202689		3563
397		9460		1205729		3585
398		9486		1208755		3528
399		9401		1211828		3558
400		9513		1214864		3518
401		9332		1217904		3542
402		9374		1220931		3560
403		9445		1223960		3574
404		9378		1227045		3605
405		9277		1230061		3584
406		9331		1233086		3527
407		9406		1236137		3532
408		9368		1239121		3542
409		9326		1242110		3549
410		9413		1245071		3507
411		9368		1248106		3538
412		9392		1251150		3573
413		9430		1254174		3497
414		9345		1257281		3541
415		9450		1260307		3513
416		9366		1263424		3506
417		9276		1266432		3538
418		9214		1269460		3577
419		9302		1272390		3486
420		9270		1275355		3552
421		9323		1278352		3510
422		9262		1281409		3493
423		9360		1284438		3574
424		9306		1287459		3469
425		9315		1290467		3563
426		9260		1293424		3583
427		9201		1296376		3525
428		9282		1299401		3558
429		9246		1302401		3531
430		9292		1305337		3540
431		9306		1308269		3524
432		9317		1311333		3495
433		9251		1314315		3580
434		9327		1317303		3553
435		9407		1320360		3543
436		9367		1323347		3570
437		9301		1326372		3569
438		9345		1329431		3554
439		9357		1332434		3532
440		9342		1335477		3439
441		9391		1338501		3587
442		9323		1341484		3486
443		9416		1344535		3491
444		9353		1347514		3507
445		9401		1350554		3540
446		9322		1353606		3539
447		9215		1356683		3545
448		9283		1359622		3546
449		9332		1362649		3503
450		9319		1365691		3521
451		9277		1368741		3574
452		9305		1371733		3536
453		9317		1374736		3537
454		9295		1377724		3518
455		9238		1380685		3570
456		9302		1383696		3517
457		9220		1386726		3583
458		9317		1389748		3544
459		9232		1392710		3529
460		9318		1395683		3527
461		9302		1398695		3529
462		9264		1401698		3566
463		9198		1404663		3561
464		9255		1407606		3542
465		9281		1410649		3584
466		9371		1413662		3535
467		9341		1416706		3573
468		9259		1419673		3484
469		9248		1422683		3538
470		9205		1425704		3534
471		9225		1428671		3523
472		9301		1431613		3524
473		9262		1434596		3523
474		9218		1437609		3514
475		9333		1440605		3511
476		9363		1443630		3532
477		9359		1446653		3517
478		9306		1449704		3564
479		9183		1452689		3547
480		9323		1455674		3555
481		9245		1458681		3560
482		9305		1461719		3546
483		9191		1464714		3564
484		9257		1467676		3532
485		9325		1470685		3547
486		9273		1473666		3525
487		9264		1476662		3573
488		9239		1479649		3619
489		9260		1482649		3581
490		9290		1485628		3521
491		9288		1488675		3547
492		9304		1491645		3520
493		9296		1494692		3542
494		9276		1497651		3518
495		9306		1500697		3537
496		9332		1503740		3545
497		9346		1506786		3535
498		9377		1509770		3551
499		9315		1512755		3596
500		9318		1515785		3566
501		9276		1518797		3516
502		9299		1521808		3558
503		9307		1524817		3525
504		9366		1527831		3541
505		9346		1530890		3568
506		9443		1533944		3574
507		9377		1536980		3634
508		9346		1539999		3556
509		9327		1543012		3539
510		9449		1546018		3569
511		9362		1549007		3537
512		9284		1551973		3518
513		9403		1555022		3558
514		9314		1558052		3516
515		9265		1561029		3582
516		9458		1564103		3566
517		9410		1567142		3569
518		9386		1570192		3574
519		9424		1573224		3601
520		9388		1576324		3557
521		9387		1579447		3506
522		9431		1582439		3492
523		9397		1585503		3540
524		9343		1588556		3579
525		9341		1591548		3518
526		9433		1594588		3534
527		9361		1597593		3563
528		9320		1600671		3531
529		9305		1603687		3545
530		9388		1606648		3564
531		9333		1609670		3512
532		9279		1612661		3555
533		9320		1615636		3568
534		9282		1618757		3521
535		9371		1621733		3543
536		9284		1624761		3528
537		9338		1627758		3519
538		9403		1630851		3530
539		9371		1633906		3543
540		9291		1636943		3489
541		9217		1639932		3541
542		9248		1643002		3500
543		9402		1645995		3540
544		9392		1649028		3497
545		9373		1652095		3478
546		9348		1655124		3590
547		9299		1658141		3568
548		9288		1661129		3526
549		9277		1664135		3548
550		9263		1667072		3548
551		9274		1670083		3573
552		9340		1673087		3579
553		9264		1676070		3554
554		9305		1679035		3551
555		9336		1682078		3550
556		9354		1685120		3560
557		9289		1688170		3549
558		9344		1691181		3611
559		9383		1694196		3547
560		9260		1697212		3605
561		9268		1700240		3548
562		9273		1703206		3564
563		9325		1706142		3504
564		9378		1709126		3519
565		9473		1712199		3562
566		9435		1715183		3568
567		9405		1718246		3570
568		9429		1721243		3593
569		9356		1724260		3515
570		9402		1727304		3496
571		9279		1730366		3516
572		9291		1733365		3548
573		9336		1736394		3587
574		9342		1739384		3564
575		9276		1742378		3562
576		9250		1745387		3589
577		9337		1748412		3554
578		9207		1751395		3551
579		9100		1754368		3516
580		9167		1757355		3493
581		9285		1760317		3566
582		9267		1763269		3519
583		9230		1766273		3575
584		9212		1769212		3547
585		9173		1772180		3533
586		9272		1775142		3597
587		9330		1778162		3598
588		9305		1781173		3544
589		9274		1784200		3552
590		9290		1787265		3533
591		9279		1790248		3503
592		9292		1793266		3508
593		9274		1796265		3569
594		9250		1799288		3520
595		9243		1802281		3529
596		9305		1805259		3541
597		9261		1808194		3539
598		9325		1811242		3540
599		9350		1814211		3565
600		9282		1817187		3478
601		9192		1820170		3582
602		9284		1823133		3569
603		9291		1826140		3565
604		9286		1829046		3576
605		9311		1832047		3572
606		9364		1835079		3561
607		9398		1838110		3562
608		9369		1841130		3574
609		9380		1844121		3532
610		9323		1847190		3534
611		9289		1850268		3538
612		9441		1853302		3584
613		9358		1856332		3576
614		9263		1859390		3575
615		9203		1862347		3554
616		9302		1865344		3602
617		9312		1868404		3579
618		9371		1871475		3533
619		9399		1874447		3551
620		9475		1877489		3594
621		9371		1880533		3573
622		9359		1883543		3547
623		9334		1886580		3471
624		9339		1889604		3584
625		9391		1892574		3596
626		9352		1895592		3513
627		9314		1898598		3519
628		9328		1901596		3544
629		9354		1904609		3577
630		9349		1907589		3546
631		9371		1910564		3524
632		9348		1913608		3539
633		9335		1916628		3563
634		9254		1919706		3559
635		9380		1922710		3557
636		9319		1925731		3565
637		9239		1928740		3494
638		9306		1931761		3570
639		9417		1934811		3549
640		9306		1937879		3560
641		9321		1940915		3556
642		9376		1943903		3538
643		9397		1946923		3538
644		9359		1949956		3485
645		9308		1952964		3549
646		9337		1956037		3528
647		9360		1959015		3502
648		9419		1962077		3494
649		9277		1965134		3515
650		9361		1968155		3541
651		9297		1971221		3529
652		9293		1974234		3541
653		9297		1977286		3540
654		9307		1980293		3536
655		9344		1983303		3532
656		9302		1986323		3560
657		9328		1989321		3545
658		9358		1992354		3552
659		9319		1995315		3540
660		9285		1998375		3541
661		9401		2001352		3512
662		9269		2004398		3562
663		9247		2007333		3548
664		9142		2010278		3560
665		9261		2013297		3596
666		9294		2016292		3571
667		9272		2019310		3496
668		9148		2022299		3561
669		9214		2025281		3548
670		9251		2028284		3577
671		9397		2031356		3553
672		9329		2034401		3548
673		9250		2037363		3532
674		9212		2040329		3550
675		9292		2043349		3511
676		9293		2046322		3548
677		9322		2049361		3568
678		9406		2052360		3538
679		9349		2055373		3529
680		9407		2058431		3570
681		9400		2061479		3540
682		9397		2064491		3532
683		9317		2067523		3539
684		9220		2070475		3467
685		9257		2073417		3579
686		9360		2076435		3477
687		9286		2079456		3530
688		9340		2082498		3538
689		9341		2085520		3535
690		9352		2088554		3514
691		9322		2091583		3534
692		9351		2094563		3579
693		9313		2097556		3513
694		9256		2100583		3617
695		9353		2103593		3558
696		9348		2106637		3532
697		9256		2109640		3550
698		9216		2112628		3522
699		9310		2115623		3537
700		9242		2118617		3548
701		9310		2121758		3497
702		9263		2124715		3535
703		9371		2127760		3551
704		9234		2130782		3553
705		9256		2133793		3532
706		9362		2136804		3518
707		9333		2139783		3518
708		9451		2142870		3527
709		9386		2145889		3561
710		9288		2148961		3572
711		9217		2152034		3578
712		9383		2155055		3552
713		9343		2158049		3521
714		9338		2161177		3520
715		9278		2164206		3492
716		9323		2167223		3477
717		9400		2170309		3586
718		9357		2173387		3537
719		9317		2176385		3544
720		9291		2179364		3570
721		9335		2182427		3526
722		9384		2185492		3550
723		9393		2188503		3572
724		9370		2191520		3582
725		9381		2194570		3547
726		9320		2197584		3522
727		9329		2200599		3516
728		9344		2203640		3534
729		9353		2206673		3558
730		9263		2209666		3519
731		9348		2212721		3536
732		9290		2215724		3522
733		9395		2218747		3519
734		9439		2221792		3513
735		9438		2224780		3520
736		9408		2227835		3542
737		9341		2230828		3564
738		9351		2233872		3536
739		9314		2236889		3520
740		9347		2239974		3552
741		9330		2243030		3521
742		9394		2246069		3499
743		9301		2249100		3576
744		9328		2252111		3531
745		9320		2255106		3540
746		9218		2258077		3496
747		9353		2261079		3538
748		9341		2264131		3546
749		9327		2267160		3559
750		9299		2270200		3563
751		9320		2273204		3514
752		9364		2276215		3567
753		9291		2279244		3527
754		9234		2282182		3529
755		9288		2285169		3516
756		9314		2288201		3481
757		9290		2291231		3521
758		9333		2294226		3473
759		9367		2297275		3490
760		9315		2300312		3525
761		9329		2303301		3536
762		9313		2306300		3580
763		9254		2309288		3508
764		9323		2312337		3572
765		9364		2315385		3545
766		9367		2318428		3504
767		9352		2321424		3550
768		9401		2324513		3470
769		9331		2327529		3535
770		9338		2330564		3570
771		9362		2333512		3554
772		9371		2336591		3547
773		9322		2339590		3556
774		9314		2342671		3569
775		9318		2345686		3498
776		9300		2348716		3534
777		9324		2351770		3561
778		9368		2354838		3526
779		9383		2357835		3575
780		9407		2360867		3497
781		9323		2363935		3562
782		9329		2366940		3509
783		9347		2369968		3513
784		9374		2372995		3544
785		9421		2376019		3505
786		9417		2379067		3558
787		9319		2382081		3539
788		9242		2385162		3528
789		9369		2388230		3496
790		9220		2391309		3529
791		9272		2394369		3513
792		9184		2397400		3513
793		9337		2400443		3557
794		9195		2403413		3596
795		9298		2406419		3516
796		9295		2409359		3568
797		9411		2412360		3561
798		9245		2415402		3545
799		9281		2418376		3498
800		9359		2421443		3518
801		9468		2424479		3560
802		9318		2427532		3545
803		9370		2430501		3558
804		9356		2433501		3531
805		9404		2436572		3549
806		9247		2439536		3512
807		9313		2442524		3560
808		9292		2445500		3510
809		9225		2448466		3579
810		9275		2451395		3487
811		9282		2454399		3493
812		9234		2457381		3549
813		9205		2460379		3519
814		9257		2463363		3552
815		9182		2466317		3509
816		9355		2469324		3544
817		9243		2472296		3535
818		9386		2475289		3524
819		9333		2478294		3547
820		9392		2481330		3525
821		9287		2484281		3554
822		9297		2487289		3524
823		9275		2490250		3545
824		9297		2493271		3550
825		9268		2496292		3590
826		9376		2499290		3573
827		9336		2502278		3550
828		9367		2505305		3532
829		9316		2508322		3554
830		9335		2511317		3535
831		9321		2514272		3526
832		9339		2517311		3557
833		9291		2520328		3548
834		9323		2523329		3495
835		9315		2526283		3505
836		9236		2529261		3514
837		9260		2532269		3520
838		9260		2535283		3562
839		9344		2538272		3524
840		9362		2541244		3533
841		9199		2544216		3502
842		9214		2547175		3527
843		9137		2550111		3502
844		9242		2553069		3521
845		9272		2556072		3542
846		9314		2559101		3520
847		9243		2562102		3560
848		9369		2565049		3539
849		9422		2568007		3575
850		9291		2571076		3525
851		9271		2574069		3565
852		9263		2577123		3540
853		9289		2580145		3543
854		9327		2583113		3501
855		9233		2586090		3515
856		9285		2589133		3528
857		9226		2592167		3526
858		9238		2595127		3546
859		9292		2598114		3518
860		9355		2601182		3540
861		9331		2604252		3547
862		9372		2607258		3565
863		9277		2610309		3573
864		9355		2613283		3552
865		9251		2616286		3500
866		9286		2619297		3548
867		9314		2622330		3529
868		9282		2625302		3508
869		9252		2628262		3553
870		9320		2631308		3560
871		9350		2634305		3558
872		9276		2637319		3569
873		9269		2640313		3576
874		9240		2643364		3541
875		9309		2646344		3547
876		9310		2649387		3519
877		9280		2652397		3537
878		9295		2655386		3587
879		9296		2658409		3531
880		9415		2661502		3515
881		9333		2664539		3580
882		9375		2667573		3602
883		9244		2670576		3571
884		9335		2673606		3575
885		9416		2676640		3544
886		9309		2679662		3549
887		9306		2682678		3531
888		9378		2685716		3519
889		9402		2688723		3520
890		9372		2691729		3564
891		9265		2694716		3542
892		9318		2697798		3535
893		9230		2700782		3579
894		9326		2703797		3533
895		9338		2706815		3549
896		9251		2709753		3512
897		9255		2712671		3461
898		9301		2715645		3558
899		9278		2718657		3555
900		9267		2721623		3567
901		9293		2724618		3554
902		9355		2727666		3566
903		9247		2730707		3553
904		9290		2733722		3514
905		9166		2736705		3519
906		9355		2739710		3533
907		9301		2742733		3566
908		9313		2745756		3514
909		9320		2748734		3559
910		9242		2751725		3594
911		9246		2754734		3568
912		9285		2757728		3566
913		9337		2760721		3561
914		9322		2763702		3555
915		9391		2766731		3558
916		9226		2769784		3560
917		9245		2772810		3592
918		9302		2775796		3535
919		9256		2778818		3591
920		9266		2781814		3578
921		9138		2784819		3567
922		9292		2787833		3501
923		9269		2790878		3538
924		9287		2793891		3543
925		9367		2796881		3523
926		9311		2799942		3523
927		9292		2802955		3487
928		9305		2805919		3577
929		9302		2808980		3556
930		9216		2811978		3595
931		9332		2814940		3566
932		9296		2817949		3563
933		9137		2820966		3559
934		9369		2824029		3530
935		9254		2826991		3557
936		9290		2830073		3541
937		9326		2833114		3554
938		9255		2836146		3572
939		9313		2839200		3601
940		9315		2842230		3533
941		9278		2845228		3525
942		9247		2848240		3564
943		9313		2851263		3544
944		9402		2854266		3571
945		9383		2857321		3553
946		9391		2860405		3589
947		9435		2863492		3545
948		9408		2866594		3563
949		9379		2869604		3527
950		9333		2872613		3489
951		9328		2875627		3582
952		9320		2878675		3517
953		9262		2881638		3546
954		9273		2884651		3564
955		9318		2887628		3579
956		9357		2890620		3569
957		9295		2893632		3516
958		9280		2896630		3590
959		9337		2899652		3469
960		9327		2902754		3519
961		9388		2905706		3554
962		9371		2908727		3556
963		9418		2911765		3540
964		9343		2914825		3550
965		9320		2917805		3555
966		9307		2920804		3583
967		9344		2923832		3527
968		9381		2926854		3525
969		9383		2929886		3524
970		9463		2932929		3554
971		9355		2935955		3495
972		9326		2938953		3542
973		9388		2941969		3558
974		9326		2944953		3572
975		9362		2948015		3527
976		9261		2951022		3491
977		9333		2954062		3481
978		9374		2957129		3510
979		9293		2960134		3556
980		9350		2963101		3550
981		9300		2966080		3551
982		9359		2969074		3556
983		9446		2972114		3546
984		9354		2975153		3571
985		9392		2978218		3476
986		9398		2981262		3540
987		9413		2984310		3547
988		9375		2987336		3571
989		9377		2990399		3497
990		9344		2993374		3532
991		9348		2996419		3502
992		9354		2999387		3593
993		9311		3002403		3515
994		9375		3005379		3536
995		9347		3008446		3545
996		9326		3011427		3506
997		9282		3014388		3525
998		9383		3017446		3574
999		9326		3020465		3558
